,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,📊 Pivot1: Pivot_Yearly_Summary ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Year,Total_Crimes,Total _Rape_Cases,Kidnapping_And_Abduction_Of_Women_And_Girls,Dowry_Deaths,Assault_On_Women_With_Intent_To_Outrage_Her_Modesty,Insult_To_Modesty_Of_Women,Robbery,Cruelty_By_Husband_Or_His_Relatives,Total_Murders,Culpable_Homicide_Not_Amounting_To_Murder,Kidnapping_And_Abduction_Of_Others,Cheating,Hurt_Or_Grievous_Hurt,Causing_Death_By_Negligence,Ipc_Crimes,Violent Crimes,Property Crimes,YoY Change %,,,SUM of Total_Crimes,Year,,,,,,,,
,Kapurthala,50928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Morigaon,50823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South West,50614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Naugachia,50505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kaushambi,50430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ballia,50249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dharwad Rural,50210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ropar,50132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Basti,49868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bongaigaon,49855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kabirdham,49582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nayagarh,49527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aizawl,49450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kathua,49382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Patna Rly.,49325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mau,49251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lakhisarai,49180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hailakandi,48950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gadag,48918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Udhampur,48904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Moga,48785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jashpur,48713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ambedkar Nagar,48612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Auraiya,48289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Porbandar,48052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ghazipur,47807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anuppur,47802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kanker,47665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhemaji,47464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mirzapur,47081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W.Rly,47057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kandhamal,46951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jaisalmer,46939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Puducherry,46818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kanpur Dehat,46087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,K.G.F.,45787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gurdaspur,45512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chatra,45412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rayagada,45340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Una,45308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sahebganj,45195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Saraikela,45141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dindori,45006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Burhanpur,44972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chennaisuburban,44832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sheikhpura,44810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gumla,44788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Koderma,44716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chaibasa,44625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nainital,44496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kullu,44386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Batala,44342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Khasi Hills East,44289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Maharajganj,44220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kota Rural,43984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tarn Taran,43936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nowrangpur,43896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Khanna,43871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sindhudurg,43538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Palwal,43338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mewat,43276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sirmaur,42907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fatehgarh Sahib,42710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chandoli,42536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ferozpur,42350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Doda,42068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Poonch,42040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pulwama,41586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Faridkot,41535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sidharthnagar,41278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sonbhadra,41139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Narmada,41114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sas Ngr,41044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Muktsar,40667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pakur,40589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nuapada,40545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Karbi Anglong,40385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dantewara,40259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kupwara,39988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ramban,39894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mansa,39633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chamba,39610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kulgam,39568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Arwal,39423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sant Kabirnagar,39126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Surajpur,38857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Barnala,38810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Howrah G.R.P.,38435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Andaman,38434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jamtara,38349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Muzaffarpur Rly.,38295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kozhikode,38282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lalitpur,37551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mahoba,37514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Deogarh,36797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Secunderabad Rly.,36404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chennai Rly.,36271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Latehar,36202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lohardagga,36158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srp(Cuttack),36096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thoubal,36032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ganderbal,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jabalpur Rly.,35981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sheohar,35979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Papum Pare,35784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sonepur,35667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Shrawasti,35489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chitrakoot Dham,35177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dimapur,34907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,St.Ravidasnagar,34822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,North East,34809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Malkangir,34728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Boudh,34692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vijayawada Rly.,34510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Katihar Rly.,34419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Reasi,34218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gajapati,34148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhalai,33545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Awantipora,33450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sealdah G.R.P.,33418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dadra & Nagar Haveli,33380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,G.R.P,33034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pune Rly.,33018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Simdega,32911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cbpura,32720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Garo Hills West,32683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dcp Ctc,32436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Grp Raipur,32092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bizapur,31941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pauri Garhwal,31903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Handwara,31851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srp(Rourkela),31845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhanbad Rly.,31809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jaintia Hills,31719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Singrauli,31674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Indore Rly.,31451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bishnupur,31222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kollam Commr.,30837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Imphal West,30807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Guntakal Rly.,30542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ariyalur,30481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siang West,30396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lunglei,30386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jamshedpur Rly.,29923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siang East,29826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jamalpur Rly.,29740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Guntur Urban,29689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pithoragarh,29676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Almora,29646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N.C.Hills,29519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kohima,29498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tehri Garhwal,29240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ri-Bhoi,29113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kollam Rural,29043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Daman,28873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kolasib,28746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Champhai,28728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kinnaur,28574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ahwa-Dang,28552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Udalguri,28519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Changlang,28478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Leh,28414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lohit,28386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Trichy Rly.,28330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Uttarkashi,28290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chamoli,28099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Khasi Hills West,28038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Saiha,28000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Subansiri Upper,27612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Garo Hills East,27612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siliguri G.R.P.,27592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Senapati,27419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lawngtlai,27348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tirap,27332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Churachandpur,27125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kameng East,27040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Subansiri Lower,26998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dibang Valley,26966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Grp(Rly),26934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rudra Prayag,26690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kameng West,26672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Champawat,26484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kargil,26456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Igi Airport,26370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Serchhip,26283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cp Ludhiana,26278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thrissur Commr.,26253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bageshwar,26182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R.P.O.,26110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mamit,25972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wokha,25882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chandel,25848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Warangal Urban,25825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mokokchung,25758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lahaul-Spiti,25722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kharagpur G.R.P.,25670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mon,25620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Garo Hills South,25569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ukhrul,25567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lakshadweep,25564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Zunheboto,25540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siang Upper,25510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Phek,25284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tawang,25238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tuensang,25196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Diu,25178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chirang,25077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tamenglong,24971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jagraon,24898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C.I.D.,24846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Crime Jammu,24816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Peren,24724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ramgarh,24705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Karaikal,24644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jaipur West,24577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kiphire,24468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nawan Shahr,24376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Crime Srinagar,23440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Narayanpur,23295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,G.R.P.(Rly),23291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alirajpur,22947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tirupathi Urban,22361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Imphal East,22042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,K/Kumey,21089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Baska,20592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nicobar,20529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Upper Dibang Valley,20371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Majitha,20311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Imphal(West),20307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ferozepur,20063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kanshiram Nagar,19656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Amritsar Rural,19157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rajahmundry,18609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cid,18138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sbs Nagar,17654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cp Jalandhar,17587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ramabai Nagar,17393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cp Amritsar,17193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Samba,17044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tapi,16930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Border,16917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cbcid,16706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Khunti,16303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yadgiri,15273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bandipora,15262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Shopian,15206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bkp Cp,15184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ludhiana Rural,14903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mangalore City,14617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Stf,14423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Imphal(East),14367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Csm Nagar,14052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Viluppuram,13923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kishtwar,13550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,I.G.I. Airport,13410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Longleng,12225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Baddipolicedist,11868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Panchshil Nagar,11670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Caw,11642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Eow,11616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bhim Nagar,11321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Midnapur,11202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jalandhar Rural,10887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Crime Branch,10836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sopore,9937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prabuddh Nagar,9127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bdn Cp,8851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S.T.F.,8316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anjaw,8212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siliguri_Pc,8053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fazilka,7619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gariyaband,7059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,G.R.P.Ajmer,6929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Baloda Bazar,6754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ambala Urban,6696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rural,6629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jodhpur East,6618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W.Rly Vadodara,6508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jodhpur West,6468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Border District,6397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cid Crime,6141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pathankot,6049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W.Rly Ahmedabad,5361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bemetara,4658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,G.R.P.Jodhpur,4595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gomati,4306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Spl Cell,4272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Balod,4246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ambala Rural,4174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Railways Kashmir,4109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Railways Jammu,4081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mungeli,4036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sipahijala,3986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jhargram,3433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kawardha,3370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Baksa,3340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,G.R.P. Ajmer,3244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kondagaon,3086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Unakoti,3078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Khowai,2858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sukma,2422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hamren,2312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,G.R.P. Jodhpur,2308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Crime Kashmir,2074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Car,2060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bieo,2044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Railways Kmr,2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Railways Katra,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Grand Total,65099519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
