State/UT,District,Year,Murder,Attempt_To_Murder,Culpable_Homicide_Not_Amounting_To_Murder,Rape,Kidnapping_And_Abduction_Of_Women_And_Girls,Kidnapping_And_Abduction_Of_Others,Dacoity,Robbery,Burglary,Auto_Theft,Other_Theft,Riots,Criminal_Breach_Of_Trust,Cheating,Counterfieting,Arson,Hurt/Grevious_Hurt,Dowry_Deaths,Assault_On_Women_With_Intent_To_Outrage_Her_Modesty,Insult_To_Modesty_Of_Women,Cruelty_By_Husband_Or_His_Relatives,Causing_Death_By_Negligence,Other_Ipc_Crimes,Total_Ipc_Crimes,Total_Crimes
Tamil Nadu,Chennai,2011,168,332,1,76,41,15,3,219,766,425,2441,160,22,767,99,7,1466,20,73,121,229,1431,12464,21346,44703
Tamil Nadu,Chennai Rly.,2011,6,5,0,0,1,0,1,26,1,5,211,4,1,5,1,0,41,1,6,5,0,5,190,515,3041
Tamil Nadu,Coimbatore Rural,2011,39,31,0,5,29,19,4,112,166,111,291,78,9,51,11,0,464,1,43,0,50,554,2522,4590,11191
Tamil Nadu,Coimbatore Urban,2011,26,41,0,9,10,17,0,48,105,339,485,30,6,171,19,23,398,2,32,5,83,283,1898,4030,10071
Tamil Nadu,Cuddalore,2011,68,201,0,30,102,0,2,40,114,149,196,229,0,43,0,65,1010,16,12,0,57,498,6383,9215,20441
Tamil Nadu,Dharmapuri,2011,55,28,7,14,61,9,6,34,68,87,70,95,3,31,6,21,891,0,44,0,53,252,1739,3574,9159
Tamil Nadu,Dindigul,2011,65,81,0,18,50,0,1,52,97,97,159,93,12,103,3,17,533,3,45,0,117,561,3319,5426,12863
Tamil Nadu,Erode,2011,47,30,1,10,35,7,2,63,101,228,181,22,6,89,5,8,485,1,35,3,19,560,4260,6198,14407
Tamil Nadu,Kanchipuram,2011,87,85,0,19,22,0,1,22,97,76,199,135,3,61,9,12,497,1,25,4,25,854,4035,6269,14549
Tamil Nadu,Kanyakumari,2011,44,70,0,10,50,0,2,114,180,76,192,1,3,127,6,21,735,3,7,137,90,276,3054,5199,12408
Tamil Nadu,Karur,2011,28,31,0,8,56,4,0,39,55,83,100,18,8,34,4,2,261,1,21,3,22,293,1503,2574,7159
Tamil Nadu,Krishnagiri,2011,72,43,0,12,52,12,3,48,127,163,127,146,2,84,24,20,726,7,32,1,29,450,2326,4506,11023
Tamil Nadu,Madurai Rural,2011,71,140,1,21,88,6,18,156,198,136,219,183,3,209,2,20,638,12,68,3,73,491,3406,6165,14338
Tamil Nadu,Madurai Urban,2011,35,56,0,7,18,7,1,85,106,209,246,25,10,183,20,2,171,5,22,4,71,123,1467,2873,7757
Tamil Nadu,Nagapattinam,2011,44,41,0,13,32,2,0,25,62,41,123,60,0,14,1,21,455,5,40,27,12,254,2881,4153,10317
Tamil Nadu,Namakkal,2011,38,31,0,8,55,8,3,29,90,81,92,53,2,78,0,12,520,1,58,12,14,428,2912,4526,11062
Tamil Nadu,Nilgiris,2011,17,15,0,6,7,0,0,14,50,14,51,10,2,13,2,1,176,0,8,2,4,57,875,1324,4659
Tamil Nadu,Perambalur,2011,14,20,0,7,25,0,0,32,42,33,45,11,0,24,1,4,129,1,18,0,3,158,951,1518,5047
Tamil Nadu,Pudukottai,2011,35,70,1,7,41,2,2,36,76,75,94,55,28,37,1,22,330,0,24,2,18,304,2313,3573,9157
Tamil Nadu,Ramnathapuram,2011,42,60,0,6,51,2,0,22,101,36,154,86,1,50,0,40,495,1,14,0,9,228,2113,3511,9033
Tamil Nadu,Salem Rural,2011,70,74,1,35,100,8,6,40,112,71,116,231,1,75,1,35,1650,4,108,0,51,563,2869,6222,14454
Tamil Nadu,Salem Urban,2011,28,26,0,23,35,3,3,60,55,165,108,27,8,61,1,2,355,2,21,9,38,126,2289,3445,8901
Tamil Nadu,Sivagangai,2011,30,40,1,5,30,5,5,16,92,50,150,39,4,69,0,16,236,1,33,1,43,261,1947,3074,8159
Tamil Nadu,Thanjavur,2011,61,97,0,10,43,3,1,103,233,302,286,155,3,45,4,24,870,1,76,0,12,439,3756,6528,15063
Tamil Nadu,Theni,2011,34,113,2,22,79,9,2,33,125,72,189,68,5,185,4,21,666,12,40,0,89,251,2998,5019,12049
Tamil Nadu,Thirunelveli Rural,2011,94,196,0,52,46,10,1,76,203,51,294,4,7,179,7,54,1040,8,57,0,120,426,5018,7943,17897
Tamil Nadu,Thirunelveli Urban,2011,22,53,0,7,13,4,1,36,36,38,54,0,1,75,1,3,131,0,7,0,2,103,647,1234,4479
Tamil Nadu,Thiruvallur,2011,30,38,3,6,10,0,2,27,64,39,87,70,2,61,0,12,362,7,2,1,12,321,2297,3453,8917
Tamil Nadu,Thiruvannamalai,2011,45,49,0,24,59,16,2,3,76,93,95,136,2,67,7,31,635,3,11,0,11,342,2591,4298,10607
Tamil Nadu,Thiruvarur,2011,24,38,1,4,20,1,0,12,85,51,83,26,4,19,0,30,467,2,8,0,6,165,3351,4397,10805
Tamil Nadu,Thoothugudi,2011,72,216,1,29,35,7,4,92,218,140,253,0,20,134,7,40,587,4,2,0,40,344,3160,5405,12821
Tamil Nadu,Tiruppur,2011,47,24,0,9,43,18,8,98,276,461,366,52,24,245,4,7,421,9,42,0,89,680,3846,6769,15549
Tamil Nadu,Trichy Rly.,2011,5,1,0,0,0,0,0,3,1,1,103,1,0,0,0,0,10,0,3,1,1,6,94,230,2471
Tamil Nadu,Trichy Rural,2011,49,77,0,13,52,7,6,79,121,77,145,39,0,22,1,19,306,2,38,0,35,1857,1851,4796,11603
Tamil Nadu,Trichy Urban,2011,27,21,1,6,21,7,0,30,55,154,283,10,0,57,8,2,142,2,17,26,28,174,2425,3496,9003
Tamil Nadu,Vellore,2011,77,72,5,25,78,6,3,23,186,321,239,3,6,81,12,16,794,5,29,0,44,740,4907,7672,17355
Tamil Nadu,Villupuram,2011,87,325,2,86,187,19,6,64,175,292,205,522,10,213,1,53,1340,7,274,0,140,815,6121,10945,23900
Tamil Nadu,Virudhunagar,2011,46,68,0,19,49,6,2,46,95,38,218,90,20,94,3,13,524,1,25,94,58,294,3112,4915,11841
Tamil Nadu,Ariyalur,2012,19,32,3,11,39,8,1,8,41,51,80,41,0,11,0,13,433,1,53,0,13,126,1496,2480,6972
Tamil Nadu,Chennai,2012,180,219,4,94,65,22,2,85,546,263,1906,95,50,769,137,10,1412,12,90,141,237,1411,12131,19881,41774
Tamil Nadu,Chennai Rly.,2012,1,5,0,0,2,0,2,18,1,3,211,2,0,0,0,0,29,0,5,0,2,6,271,558,3128
Tamil Nadu,Coimbatore Rural,2012,51,28,0,9,32,9,4,72,125,102,252,130,4,89,0,10,442,1,38,0,48,744,2903,5093,12198
Tamil Nadu,Coimbatore Urban,2012,29,37,0,20,12,8,2,101,125,205,339,16,9,132,59,21,272,0,17,2,112,293,8546,10357,22726
Tamil Nadu,Cuddalore,2012,70,120,3,40,124,28,7,44,192,254,264,332,0,38,6,47,1384,8,64,0,63,524,7704,11318,24646
Tamil Nadu,Dharmapuri,2012,50,32,10,25,93,5,1,21,73,58,97,92,3,36,11,42,994,1,48,2,66,309,1673,3742,9496
Tamil Nadu,Dindigul,2012,74,89,0,16,97,0,1,60,106,59,144,81,2,118,2,13,606,4,34,0,111,562,3806,5985,13982
Tamil Nadu,Erode,2012,40,31,0,8,23,7,1,44,94,153,191,32,3,118,4,12,399,1,42,0,26,594,2966,4789,11590
Tamil Nadu,Kanchipuram,2012,76,113,0,19,17,0,1,22,167,205,343,154,0,152,5,11,641,3,17,1,17,866,5210,8040,18092
Tamil Nadu,Kanyakumari,2012,53,110,2,12,33,0,6,86,203,70,170,0,3,132,5,50,740,4,11,0,100,282,2738,4810,11632
Tamil Nadu,Karur,2012,26,18,0,4,48,1,1,30,39,44,91,28,4,18,0,2,198,1,25,2,11,320,1490,2401,6814
Tamil Nadu,Krishnagiri,2012,63,41,0,14,41,4,2,57,116,82,84,160,3,71,53,15,663,1,51,1,33,478,2162,4196,10403
Tamil Nadu,Madurai Rural,2012,76,142,2,30,75,8,7,121,191,105,265,196,40,348,0,24,632,11,75,4,71,471,3457,6358,14721
Tamil Nadu,Madurai Urban,2012,31,74,0,11,51,14,2,79,68,201,258,26,7,294,21,8,245,3,28,8,62,131,1639,3261,8534
Tamil Nadu,Nagapattinam,2012,56,44,0,10,40,2,2,18,68,68,132,59,0,18,0,28,518,1,34,36,10,254,2847,4245,10502
Tamil Nadu,Namakkal,2012,30,33,0,12,44,4,4,44,62,39,67,35,4,82,3,5,458,1,39,15,8,494,2587,4070,10152
Tamil Nadu,Nilgiris,2012,14,17,0,9,7,1,0,5,65,10,32,8,1,26,1,2,195,1,15,2,8,49,748,1216,4444
Tamil Nadu,Perambalur,2012,11,15,0,3,31,0,1,13,37,34,49,34,0,21,0,2,168,0,22,0,6,146,862,1455,4922
Tamil Nadu,Pudukottai,2012,31,36,1,6,28,5,1,18,34,50,91,55,13,42,0,12,282,0,26,1,35,347,2028,3142,8296
Tamil Nadu,Ramnathapuram,2012,54,81,1,9,35,5,4,45,81,43,135,99,3,55,1,24,487,3,15,3,18,273,2075,3549,9110
Tamil Nadu,Salem Rural,2012,60,40,0,36,75,4,0,26,66,80,124,133,0,92,3,18,1418,1,87,0,35,608,3033,5939,13890
Tamil Nadu,Salem Urban,2012,16,22,0,15,18,5,4,39,31,102,60,32,2,35,1,1,315,3,12,14,21,144,1437,2329,6670
Tamil Nadu,Sivagangai,2012,47,58,0,11,39,4,4,34,95,50,144,75,9,83,1,13,319,3,37,0,57,285,2229,3598,9207
Tamil Nadu,Thanjavur,2012,62,97,0,14,43,14,4,100,167,249,171,176,7,99,0,36,894,1,76,0,28,466,4077,6785,15578
Tamil Nadu,Theni,2012,39,69,1,22,40,5,3,48,113,68,147,83,0,129,0,20,622,5,50,0,63,232,2553,4312,10636
Tamil Nadu,Thirunelveli Rural,2012,88,288,0,44,43,9,1,103,185,52,178,4,9,227,5,81,1061,3,58,0,266,437,5881,9024,20059
Tamil Nadu,Thirunelveli Urban,2012,19,163,0,3,3,4,0,38,18,8,50,0,2,64,21,7,119,2,6,0,25,87,713,1352,4716
Tamil Nadu,Thiruvallur,2012,40,49,2,18,12,2,1,24,117,58,145,105,3,40,0,5,447,5,8,1,19,311,2167,3579,9170
Tamil Nadu,Thiruvannamalai,2012,52,56,0,21,52,10,2,19,76,72,169,148,0,78,2,20,635,1,8,0,37,433,2983,4874,11760
Tamil Nadu,Thiruvarur,2012,33,45,0,11,33,1,1,20,68,54,121,20,1,19,0,25,536,1,6,0,16,185,2841,4039,10088
Tamil Nadu,Thoothugudi,2012,85,208,0,26,35,6,3,78,184,57,191,0,5,92,0,32,686,1,1,0,50,383,3201,5324,12660
Tamil Nadu,Tiruppur,2012,63,83,0,8,38,13,6,131,283,257,297,67,21,155,4,8,645,7,52,0,76,692,4140,7046,16104
Tamil Nadu,Trichy Rly.,2012,2,3,0,0,1,0,0,3,1,0,82,2,0,2,0,0,15,0,2,0,1,7,95,216,2444
Tamil Nadu,Trichy Rural,2012,44,44,0,14,23,6,0,46,73,39,64,34,0,22,1,6,377,3,33,0,24,499,3133,4485,10982
Tamil Nadu,Trichy Urban,2012,26,22,0,7,13,9,0,56,42,52,201,7,0,103,5,3,146,3,9,39,24,147,2012,2926,7864
Tamil Nadu,Vellore,2012,76,82,11,24,68,8,6,40,188,251,238,9,18,71,23,17,789,8,38,0,61,735,4949,7710,17432
Tamil Nadu,Villupuram,2012,100,211,4,78,188,14,7,51,189,335,266,486,1,99,1,59,1326,4,239,0,58,879,5890,10486,22983
Tamil Nadu,Virudhunagar,2012,62,97,0,23,32,7,3,51,127,32,232,80,35,171,2,24,552,2,23,110,47,289,3503,5504,13020
Tripura,Dhalai,2001,35,0,0,11,0,15,1,4,11,0,7,15,0,1,1,6,34,2,4,0,11,16,31,205,2411
Tripura,North,2001,38,11,0,29,11,8,4,19,42,0,47,29,1,3,1,5,62,3,16,0,60,15,162,566,3133
Tripura,South,2001,42,4,0,29,7,13,3,8,30,4,33,37,1,3,2,6,90,5,18,0,59,0,192,586,3173
Tripura,West,2001,125,10,0,33,17,22,18,32,115,2,166,57,2,10,2,14,226,6,20,0,97,0,470,1444,4889
Tripura,Dhalai,2002,29,7,0,6,20,13,1,4,16,0,12,23,0,2,0,8,138,2,11,0,9,6,94,401,2804
Tripura,North,2002,28,10,0,35,6,10,12,26,36,21,21,28,3,6,3,11,150,2,20,0,60,14,210,712,3426
Tripura,South,2002,31,9,1,30,6,10,2,12,45,0,51,63,2,4,1,7,100,4,57,0,90,10,200,735,3472
Tripura,West,2002,113,12,0,37,16,47,14,14,95,30,135,66,7,8,3,14,130,8,40,0,77,16,345,1227,4456
Tripura,Dhalai,2003,40,22,0,5,2,34,4,14,16,0,13,35,0,4,1,12,50,2,8,0,10,24,234,530,3063
Tripura,North,2003,40,15,0,36,4,31,8,27,27,2,52,30,1,5,0,10,99,3,38,0,75,30,186,719,3441
Tripura,South,2003,38,20,0,37,7,11,6,12,43,2,51,81,2,10,2,26,143,3,54,0,73,26,250,897,3797
Tripura,West,2003,136,30,0,36,16,41,18,16,81,6,150,128,0,6,0,35,242,12,27,0,89,29,270,1368,4739
Tripura,Dhalai,2004,24,4,0,15,7,9,3,7,20,0,30,35,0,3,2,4,34,1,5,0,19,12,65,301,2604
Tripura,North,2004,26,18,0,46,22,8,6,14,33,3,53,25,4,2,2,7,95,0,37,0,63,24,145,633,3270
Tripura,South,2004,42,1,0,51,17,11,6,12,50,9,54,30,10,22,2,10,163,8,66,0,117,49,241,971,3946
Tripura,West,2004,97,13,0,48,8,17,12,13,63,37,74,58,3,7,6,3,160,11,26,0,103,0,417,1176,4356
Tripura,Dhalai,2005,12,5,0,15,8,13,9,5,19,0,22,30,4,2,1,2,47,1,13,0,29,21,70,328,2661
Tripura,North,2005,27,17,1,47,11,8,6,19,47,2,62,30,6,15,3,11,103,3,44,0,105,25,135,727,3459
Tripura,South,2005,21,14,0,42,12,9,1,11,47,21,89,31,9,15,4,5,144,11,65,0,129,33,228,941,3887
Tripura,West,2005,61,20,0,58,12,12,6,26,57,39,90,57,13,27,8,17,135,19,39,1,176,109,378,1360,4725
Tripura,Dhalai,2006,21,8,0,16,8,6,3,3,22,1,23,17,1,6,0,7,38,2,19,0,22,21,109,354,2713
Tripura,North,2006,34,19,1,45,18,8,0,24,39,1,95,23,8,24,7,13,110,3,47,0,143,26,165,853,3712
Tripura,South,2006,25,13,0,51,8,11,3,13,47,8,113,36,6,22,1,7,162,9,81,0,137,38,297,1088,4182
Tripura,West,2006,74,12,0,77,28,18,12,31,74,21,130,78,8,32,4,8,154,21,60,0,169,114,520,1645,5296
Tripura,Dhalai,2007,18,3,1,13,11,16,1,8,20,1,28,18,5,6,0,2,44,4,19,0,28,22,90,358,2723
Tripura,North,2007,21,6,0,26,16,5,1,6,35,3,69,21,9,14,6,7,113,0,27,1,100,36,184,706,3419
Tripura,South,2007,34,35,0,41,18,3,0,27,53,19,106,33,5,37,1,5,138,10,106,0,172,46,378,1267,4541
Tripura,West,2007,65,14,1,77,36,8,12,23,85,32,153,70,23,28,3,9,251,22,92,3,245,99,589,1942,5889
Tripura,Dhalai,2008,20,3,0,32,7,11,3,14,24,4,35,18,2,3,1,6,73,2,22,0,34,9,94,417,2842
Tripura,North,2008,28,16,0,46,21,6,1,7,41,4,83,19,5,18,5,6,235,2,62,0,169,36,182,993,3993
Tripura,South,2008,35,20,1,45,27,7,2,41,50,14,136,45,15,28,5,22,254,6,135,0,161,47,410,1506,5020
Tripura,West,2008,72,14,1,81,55,12,7,33,103,21,202,115,20,43,12,13,362,6,127,4,371,103,641,2420,6846
Tripura,Dhalai,2009,20,4,0,18,4,5,0,2,21,2,37,11,7,4,2,5,92,1,16,0,47,18,104,420,2849
Tripura,North,2009,33,16,1,48,23,9,2,13,44,2,88,24,15,13,10,6,211,6,78,0,174,39,161,1016,4041
Tripura,South,2009,19,20,0,48,21,6,0,29,64,9,91,63,8,40,4,15,250,8,153,1,192,49,399,1489,4987
Tripura,West,2009,61,19,1,76,44,9,5,33,102,26,160,80,22,53,4,36,494,14,137,4,402,119,660,2561,7131
Tripura,Dhalai,2010,19,4,1,33,6,8,2,5,40,2,37,14,3,10,0,7,112,3,26,1,65,19,124,541,3092
Tripura,G.R.P.,2010,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,1,0,0,0,0,6,2022
Tripura,North,2010,23,9,1,51,22,3,6,11,34,11,67,13,10,21,0,15,241,2,70,0,186,36,138,970,3950
Tripura,South,2010,25,25,0,36,21,6,1,20,45,7,111,69,13,31,1,11,332,10,165,3,255,70,430,1688,5385
Tripura,West,2010,83,25,6,118,42,6,7,29,101,44,175,67,27,60,5,18,450,10,114,5,431,112,664,2600,7209
Tripura,Dhalai,2011,24,13,0,21,9,7,1,9,20,4,29,2,4,5,0,6,96,1,38,0,52,1,95,437,2885
Tripura,Grp,2011,1,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,2,0,0,0,0,0,3,11,2033
Tripura,North,2011,31,9,0,40,27,4,1,2,26,10,70,13,15,23,4,3,178,1,50,1,172,2,189,871,3753
Tripura,South,2011,36,31,0,58,24,10,0,12,56,14,120,65,14,36,1,18,455,5,84,1,181,5,549,1775,5561
Tripura,West,2011,71,22,0,86,56,17,9,27,125,31,213,94,21,34,4,31,609,23,122,7,297,6,804,2709,7429
Tripura,Dhalai,2012,20,8,1,35,8,3,2,13,17,2,27,8,9,7,1,1,70,5,30,0,56,0,120,443,2898
Tripura,Gomati,2012,18,8,0,26,14,2,2,5,28,38,94,29,5,12,1,7,321,4,34,0,157,0,342,1147,4306
Tripura,Grp,2012,1,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0,0,0,0,2,10,2032
Tripura,Khowai,2012,12,4,0,10,3,2,0,1,18,7,26,13,3,9,0,7,131,3,22,0,36,0,116,423,2858
Tripura,North,2012,11,10,0,29,10,6,2,4,19,9,36,8,7,11,0,6,105,3,48,2,101,0,126,553,3118
Tripura,Sipahijala,2012,12,9,0,23,24,5,0,10,37,17,67,16,1,14,0,17,250,3,42,1,155,5,279,987,3986
Tripura,South,2012,15,20,0,30,16,1,1,8,37,2,44,23,6,12,2,2,190,5,46,0,89,0,225,774,3560
Tripura,Unakoti,2012,9,8,1,26,9,1,0,9,5,2,43,6,4,20,2,3,159,2,26,2,92,1,103,533,3078
Tripura,West,2012,26,12,0,50,30,5,0,10,78,63,83,25,12,19,3,16,277,12,66,2,172,4,429,1394,4800
Uttar Pradesh,Agra,2001,153,162,18,66,132,71,50,171,432,509,672,377,148,229,4,14,518,63,110,114,327,234,2085,6662,15322
Uttar Pradesh,Aligarh,2001,229,242,21,50,78,45,39,182,190,219,508,366,120,145,3,32,446,44,90,54,258,189,1134,4688,11373
Uttar Pradesh,Allahabad,2001,167,224,30,42,75,21,13,81,368,176,674,260,136,25,3,38,1024,56,85,105,226,215,2052,6096,14193
Uttar Pradesh,Ambedkar Nagar,2001,46,49,7,19,29,0,4,22,95,9,107,64,16,43,2,13,244,14,15,9,87,38,447,1379,4759
Uttar Pradesh,Auraiya,2001,53,53,11,11,25,36,9,24,36,10,72,44,8,14,1,13,247,21,13,7,26,82,321,1137,4275
Uttar Pradesh,Azamgarh,2001,120,103,21,11,41,4,7,80,145,32,155,127,44,72,2,2,352,32,14,15,81,25,762,2247,6495
Uttar Pradesh,Badaun,2001,239,272,30,47,41,41,26,67,118,14,292,64,39,64,1,38,616,62,51,14,76,7,845,3064,8129
Uttar Pradesh,Baghpat,2001,89,160,6,15,17,14,17,54,45,34,184,55,26,43,3,5,3,20,18,12,64,21,450,1355,4711
Uttar Pradesh,Bahraich,2001,43,49,23,14,19,9,5,20,79,22,147,50,32,37,2,14,175,19,15,17,62,54,408,1316,4632
Uttar Pradesh,Ballia,2001,55,91,13,18,17,7,9,14,125,17,161,119,12,14,5,2,289,19,7,22,35,10,872,1934,5868
Uttar Pradesh,Balrampur,2001,26,28,9,8,19,1,3,4,38,10,71,25,19,22,0,15,126,12,23,11,30,35,199,734,3469
Uttar Pradesh,Banda,2001,75,53,14,27,18,11,7,31,87,12,96,72,20,55,0,13,247,21,51,18,50,70,674,1722,5445
Uttar Pradesh,Barabanki,2001,88,85,24,41,55,16,22,50,160,20,329,81,69,31,0,18,307,35,37,21,188,141,760,2578,7157
Uttar Pradesh,Bareilly,2001,272,331,28,93,98,46,47,138,210,144,640,143,81,186,3,15,617,57,110,40,421,234,1315,5269,12539
Uttar Pradesh,Basti,2001,48,51,13,18,23,5,4,28,101,31,140,106,37,69,2,5,240,22,28,12,48,32,690,1753,5507
Uttar Pradesh,Bijnor,2001,124,113,14,38,59,26,13,56,132,40,312,80,58,119,3,11,43,31,67,38,230,78,802,2487,6975
Uttar Pradesh,Bulandshahar,2001,250,209,16,31,64,30,20,103,109,79,380,150,68,107,2,23,75,45,71,219,227,183,1510,3972,9944
Uttar Pradesh,Chandoli,2001,35,30,9,4,11,9,0,18,52,13,71,16,22,47,4,10,110,16,13,0,22,13,240,765,3531
Uttar Pradesh,Chitrakoot Dham,2001,28,16,5,8,3,2,2,3,23,4,23,15,8,22,0,0,83,8,16,4,2,25,91,392,2784
Uttar Pradesh,Deoria,2001,48,97,17,7,33,6,2,26,87,23,140,196,39,54,1,8,192,27,15,15,44,46,1279,2402,6805
Uttar Pradesh,Etah,2001,240,364,12,57,59,59,32,79,136,51,299,259,100,121,2,5,404,68,68,24,156,13,1913,4521,11043
Uttar Pradesh,Etawah,2001,82,92,8,20,22,71,14,32,48,44,122,90,45,37,1,11,200,29,25,26,52,118,751,1942,5883
Uttar Pradesh,Faizabad,2001,77,48,15,22,26,2,6,44,99,38,207,52,104,2,0,13,179,17,24,18,49,149,775,1967,5934
Uttar Pradesh,Fatehgarh,2001,120,86,14,9,38,25,4,18,48,16,110,73,29,77,2,9,227,22,23,28,93,73,550,1694,5389
Uttar Pradesh,Fatehpur,2001,132,56,26,28,27,18,11,36,70,16,116,22,31,48,0,7,265,46,25,15,59,163,729,1946,5893
Uttar Pradesh,Firozabad,2001,135,169,10,22,59,61,22,72,105,89,203,147,42,69,1,3,359,48,33,69,89,178,741,2726,7453
Uttar Pradesh,G.R.P.,2001,31,20,0,2,2,2,21,49,4,82,3059,13,37,41,0,0,28,1,18,71,1,0,868,4352,10703
Uttar Pradesh,Gautambudh Nagar,2001,92,60,16,16,30,12,11,47,56,330,399,81,51,127,0,12,127,17,39,40,54,151,674,2443,6886
Uttar Pradesh,Ghaziabad,2001,230,381,18,31,79,33,10,117,227,656,701,123,83,258,14,10,134,33,54,138,140,138,1469,5079,12157
Uttar Pradesh,Ghazipur,2001,46,58,24,6,19,9,2,17,92,11,96,70,14,32,4,8,211,22,18,29,56,24,440,1308,4617
Uttar Pradesh,Gonda,2001,68,101,25,18,21,13,15,32,118,23,138,64,39,89,2,9,262,26,19,13,46,72,505,1719,5438
Uttar Pradesh,Gorakhpur,2001,96,74,29,13,52,8,6,38,137,51,141,117,65,100,1,12,378,16,25,36,52,136,1015,2598,7197
Uttar Pradesh,Hamirpur,2001,66,33,6,14,16,8,4,31,60,9,101,55,14,18,0,7,65,22,32,7,25,49,389,1031,4063
Uttar Pradesh,Hardoi,2001,182,153,30,70,60,15,24,50,89,25,242,92,48,51,1,12,482,63,86,21,136,141,1004,3078,8156
Uttar Pradesh,Hathras,2001,86,94,15,16,26,24,24,64,91,16,209,150,50,78,3,9,215,31,63,26,93,76,757,2216,6433
Uttar Pradesh,J.P.Nagar,2001,112,72,6,23,36,11,12,37,36,16,150,85,21,50,0,10,141,14,35,22,98,82,596,1665,5331
Uttar Pradesh,Jalaun,2001,83,79,4,6,14,22,9,41,92,32,135,75,24,34,0,5,29,29,40,21,65,37,902,1778,5557
Uttar Pradesh,Jaunpur,2001,56,85,29,11,15,7,9,33,101,26,139,112,43,70,1,7,410,43,21,19,85,128,542,1993,5986
Uttar Pradesh,Jhansi,2001,76,48,19,18,20,22,2,35,100,82,176,60,29,62,1,12,232,31,32,30,69,35,790,1981,5963
Uttar Pradesh,Kannauj,2001,66,68,8,8,19,21,6,13,52,15,91,39,26,30,1,7,77,22,18,7,63,54,543,1254,4509
Uttar Pradesh,Kanpur Dehat,2001,85,67,12,21,34,16,14,30,48,8,132,72,22,40,0,12,312,39,45,7,79,103,382,1581,5162
Uttar Pradesh,Kanpur Nagar,2001,210,198,28,47,176,34,30,128,361,636,673,240,178,301,2,27,1040,64,106,213,356,385,1374,6808,15616
Uttar Pradesh,Kaushambi,2001,77,45,11,26,23,8,3,18,116,10,134,60,15,30,0,17,281,28,44,9,72,102,325,1456,4911
Uttar Pradesh,Khiri,2001,172,178,36,83,90,22,19,79,161,47,445,193,77,64,0,6,401,88,99,24,138,97,1233,3754,9507
Uttar Pradesh,Kushi Nagar,2001,69,48,18,7,20,14,2,11,58,12,95,99,27,46,5,8,322,18,19,35,14,103,405,1456,4912
Uttar Pradesh,Lalitpur,2001,25,18,7,20,5,0,2,6,46,8,52,30,12,21,0,14,89,10,26,9,31,70,272,773,3547
Uttar Pradesh,Lucknow,2001,166,189,28,62,138,37,28,123,670,697,1505,347,268,427,3,10,89,47,103,148,337,337,3445,9205,20410
Uttar Pradesh,Maharajganj,2001,39,22,11,13,13,6,1,7,45,7,47,50,23,35,11,5,94,7,13,37,10,70,295,861,3723
Uttar Pradesh,Mahoba,2001,56,36,5,12,7,6,3,19,40,8,52,24,3,19,0,9,58,11,22,3,4,26,305,728,3457
Uttar Pradesh,Mainpuri,2001,136,151,20,13,31,25,38,72,88,26,165,120,41,83,6,29,272,42,32,3,63,5,686,2147,6295
Uttar Pradesh,Mathura,2001,125,170,9,25,33,29,21,97,108,144,228,170,68,127,1,19,125,21,48,50,77,214,1081,2990,7981
Uttar Pradesh,Mau,2001,49,49,9,17,25,5,4,27,79,12,105,122,27,34,2,21,133,16,33,27,39,68,428,1331,4663
Uttar Pradesh,Meerut,2001,275,239,10,28,96,64,35,210,268,434,768,195,98,193,5,5,76,34,59,123,236,238,1688,5377,12755
Uttar Pradesh,Mirzapur,2001,44,67,8,16,6,8,7,18,77,24,133,28,16,34,0,2,191,23,16,21,39,118,289,1185,4371
Uttar Pradesh,Moradabad,2001,213,171,18,44,72,30,20,101,160,160,447,97,40,104,2,21,246,45,79,85,207,238,845,3445,8891
Uttar Pradesh,Muzaffarnagar,2001,324,255,12,54,67,75,23,150,185,189,448,186,74,94,10,18,110,24,51,33,265,116,1274,4042,10080
Uttar Pradesh,Pilibhit,2001,115,233,12,64,47,19,21,62,92,25,167,84,41,69,0,5,21,44,50,20,195,49,804,2239,6479
Uttar Pradesh,Pratapgarh,2001,76,123,22,18,35,8,6,44,129,17,122,101,29,59,1,22,519,33,21,9,44,100,883,2421,6843
Uttar Pradesh,Raibareilly,2001,87,63,26,58,50,8,3,41,160,46,258,94,49,35,3,3,379,29,57,17,137,127,814,2544,7089
Uttar Pradesh,Rampur,2001,89,98,26,22,27,17,11,35,71,31,235,51,34,45,0,9,138,18,11,0,49,62,565,1644,5289
Uttar Pradesh,Saharanpur,2001,101,128,14,41,52,23,13,65,79,133,295,161,61,161,3,7,53,21,45,96,196,47,1074,2869,7739
Uttar Pradesh,Sant Kabirnagar,2001,16,16,4,9,16,1,0,4,18,8,31,27,12,32,1,7,131,7,11,6,26,53,163,599,3199
Uttar Pradesh,Shahjahanpur,2001,196,223,37,55,68,44,15,70,83,54,286,61,43,81,0,7,467,66,61,21,146,67,790,2941,7883
Uttar Pradesh,Shrawasti,2001,35,30,15,13,18,3,6,13,49,2,106,37,10,22,1,4,113,4,16,8,18,29,194,747,3494
